instrument_key,exchange_token,tradingsymbol,name,last_price,,,tick_size,lot_size,instrument_type,,exchange
NSE_EQ|IN1320210041,5026,682BR28,SDL BR 6.82% 2028,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE672B01032,13511,MUNJALAU,MUNJAL AUTO IND. LTD.,78.74,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN1320210033,4980,675BR27,SDL BR 6.75% 2027,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE849L01019,13321,ORTEL,ORTEL COMMUNICATIONS LTD,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE666D01022,3149,BORORENEW,BOROSIL RENEWABLES LTD,557.9,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|IN1320210066,5556,685BR30,SDL BR 6.85% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE505A01010,6973,DMCC,DMCC SPECIALITY CHEMICALS,254.3,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|IN1320210058,5227,677BR28,SDL BR 6.77% 2028,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE692Q07506,23980,817TFSIL27,TFSIL 8.17% 2027 SR S46,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN1320210082,6318,695BR30,SDL BR 6.95% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1320210074,5970,687BR30,SDL BR 6.87% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1920200194,22452,64KA30A,SDL KA 6.4% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE414G07JQ6,757513,805MFL27,MFL 8.05% 2027,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN2820240199,24986,726PN37,SDL PN 7.26% 2037,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2820240181,24985,726PN36,SDL PN 7.26% 2036,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1320210090,6478,698BR30,SDL BR 6.98% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE020B07GH7,19924,812REC27,8.12/8.32% TAX FREE NCD,1045,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE202E08235,25201,736IRED39,IREDA 7.36% 2039 SR XVI,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE202E08243,25989,732IREDA29,IREDA 7.32% 29 SR XVI-E,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE202E08250,27226,737IREDA31,IREDA 7.37% 31 SR XVI-F,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE084A08185,24516,754BOI34,BOI 7.54% 2034 SR I,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE202E08268,29196,728IREDA35,IREDA 7.28% 2035 XVI-G,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE201P01022,5054,GRINFRA,G R INFRAPROJECTS LIMITED,1259.1,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE202E08276,29942,740IREDA36,IREDA 7.40% 2036 XVI H,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE1NPP01017,756871,ENRIN,SIEMENS ENERGY INDIA LTD,3176.7,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE0GK401011,5162,TATVA,TATVA CHIN PHARM CHEM LTD,952.95,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE427F01016,8546,CHALET,CHALET HOTELS LIMITED,858.1,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0P4701011,24481,SAHAJSOLAR,SAHAJ SOLAR LIMITED,262.1,,,0.05,400,EQUITY,,NSE_EQ
NSE_EQ|INE202E08292,30479,774IREDA35,IREDA 7.74% 2035 SD-III,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE732S01012,9540,SAKAR,SAKAR HEALTHCARE LIMITED,337.15,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE227G01018,14952,INDOWIND,INDOWIND ENERGY LTD,19.74,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE00R701025,8075,DALBHARAT,DALMIA BHARAT LIMITED,2176.4,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE03CC01015,29590,JUBLCPL,JUBILANT AGRI N CON PRO L,1692.2,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE060B01014,9641,KHANDSE,KHANDWALA SECURITIES LTD,24.5,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE912T01018,24735,RPEL,RAGHAV PRODUCTIVITY ENH L,687.55,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0ZOL01023,29229,EMAPARTNER,EMA PARTNERS INDIA LTD,98.5,,,0.05,1000,EQUITY,,NSE_EQ
NSE_EQ|INE692Q07480,21767,83645TFS27,TFSIL 8.3645% 2027 SRS43,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0KGZ01021,22656,SIGNPOST,SIGNPOST INDIA LIMITED,262.86,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE692Q07498,22854,830TFSIL27,TFSIL 8.30% 2027 SR S45,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE501G01024,11982,HTMEDIA,HT MEDIA LIMITED,20.96,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE202E08201,24023,75IREDA34,IREDA 7.50% 2034 SRXVI A,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE202E08219,24179,744IREDA34,IR 7.44% 2034 XVI B,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE448V01019,18762,AURDIS,AURANGABAD DISTILLERY LTD,141.55,,,0.05,625,EQUITY,,NSE_EQ
NSE_EQ|INE336X01012,22423,TOTAL,TOTAL TRANSPORT SYS LTD,80.56,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE202E08227,24580,739IREDA39,IREDA 7.39% 39 SR XVI C,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE387I07013,23111,18MVL27,MAGNUM VENTURES 18% 2027,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN1620250101,757651,712HR41,SDL HR 7.12% 2041,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE438K01021,18755,KALAMANDIR,SAI SILKS (KALAMANDIR) L,154.6,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE879A01019,7627,SHREERAMA,SHREE RAMA MULTI TECH LTD,43.07,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE195J01029,9385,PNCINFRA,PNC INFRATECH LTD.,303.55,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0BTI01037,13817,KAMOPAINTS,KAMDHENU VENTURES LIMITED,10.02,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE692Q07472,21760,832TFSIL29,TFSIL 8.32% 2029 SR S44,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE834M01019,27297,RTNINDIA,RATTANINDIA ENT LIMITED,64.27,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE202E08193,23250,759IRDA34,IREDA 7.59% 2034 SR XV H,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN2820230091,17841,743PN48A,SDL PN 7.43% 2048,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE084A08201,27278,741BOI34,BOI 7.41% 2034 SR II,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN1920190205,20797,708KA31,SDL KA 7.08% 2031,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1320200117,1886,572BR26,SDL BR 5.72% 2026,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2820230083,17114,743PN48,SDL PN 7.43% 2048,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE084A08219,29685,750BOI35,BOI 7.50% 2035 SR III,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE526E01018,17186,SHRIPISTON,SHRIRAM PIST. & RING LTD,2407.5,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|IN1920190213,20313,709KA30,SDL KA 7.09% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1320200141,2065,689BR28,SDL BR 6.89% 2028,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2820230075,17127,747PN34,SDL PN 7.47% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2820230067,16981,745PN34,SDL PN 7.45% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1320200133,1936,582BR26,SDL BR 5.82% 2026,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2820230059,16804,741PN34,SDL PN 7.41% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE0S3X01014,23224,ENFUSE,ENFUSE SOLUTIONS LIMITED,225.5,,,0.05,600,EQUITY,,NSE_EQ
NSE_EQ|INE238A08492,23041,764ABL34,AXIS BANK 7.64% 2034 SR7,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN2820230042,16367,737PN38,SDL PN 7.37% 2038,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2820230034,15319,747PN43,SDL PN 7.47% 2043,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE0PCL01011,18506,SAROJA,SAROJA PHARMA INDUS IND L,0,,,0.05,1600,EQUITY,,NSE_EQ
NSE_EQ|INE544H01014,13720,JHS,JHS SVEND. LAB. LTD,12.86,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN2820230018,15019,759PN33,SDL PN 7.59% 2033,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2820230026,15100,762PN38,SDL PN 7.62% 2038,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE848E01016,17400,NHPC,NHPC LTD,88.05,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE08KD01015,15030,ASCOM,ASCOM LEASIN & INVEST LTD,0,,,0.05,500,EQUITY,,NSE_EQ
NSE_EQ|INE253B01015,4,21STCENMGM,21ST CENTURY MGMT SERVICE,60.66,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN2020220207,14861,776KL58,SDL KL 7.76% 2058,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE157D07EH8,23390,1035CCSP26,CCSPL 10.35% 2026,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE324L01013,20760,RPPINFRA,R.P.P INFRA PROJECTS LTD,141.13,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE157D07EI6,23604,1035CCSP27,CCSPL 10.35% 2027,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE157D07EJ4,27134,1020CCSP27,CCSP 10.20% 2027 SR 02,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN1320200109,1207,53BR25,SDL BR 5.3% 2025,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE238A08500,25143,745ABL34,ABL 7.45% 2034 SR 8,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE157D07EK2,28967,102CCSP27A,CCSP 10.20% 2027 SR 03,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0PB301013,23127,SCILAL,SHIPPING CORP OF ILA LTD,53.1,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE890C01046,46,SANWARIA,SANWARIA CONSUMER LIMITED,0.36,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE165B01029,8426,RSSOFTWARE,R. S. SOFTWARE (INDIA) LI,81.41,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE917I01010,16669,BAJAJ-AUTO,BAJAJ AUTO LIMITED,8067,,,0.5,1,EQUITY,,NSE_EQ
NSE_EQ|INE202E08300,756878,7IREDAL30,IREDA 7.00% 2030 SR XVII,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN1920190197,20912,697KA30,SDL KA 6.97% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE686A01026,5622,ITDCEM,ITD CEMENTATION INDIA LTD,871.25,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE885E01042,18866,MAZDA,MAZDA LIMITED,304.48,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE675C01017,5142,CIGNITITEC,CIGNITI TECHNOLOGIES LTD,1758.3,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|IN1920190155,20918,717KA30,SDL KA 7.17% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2820230133,18405,745PN34A,SDL PN 7.45% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE086A13016,18116,ELECTCAST,ELECTCAST WARRANTS,0,,,0.05,33340,EQUITY,,NSE_EQ
NSE_EQ|IN1920190163,20017,72KA31,SDL KA 7.2% 2031,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2820230117,18087,751PN36,SDL PN 7.51% 2036,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2820230125,18088,749PN37,SDL PN 7.49% 2037,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1920190171,20154,69KA30,SDL KA 6.9% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE722H01024,15129,RGL,RENAISSANCE GLOBAL LTD,116.94,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE020B07GX4,29111,738REC27TF,TAXFREE SEC NCD TR1 S2,1084,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN2820230109,18083,752PN35,SDL PN 7.52% 2035,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE02JD07041,25130,840GHFL28,GHFL 8.40% 2028 SR C2,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN1920190189,20864,697KA28,SDL KA 6.97% 2028,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE02JD07033,24670,85GHFL27,GHFL 8.5% 2027 SR C1,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE895W01019,16355,PANACHE,PANACHE DIGILIFE LIMITED,215,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0JHH01011,13323,DOLLEX,DOLLEX AGROTECH LIMITED,43,,,0.05,4000,EQUITY,,NSE_EQ
NSE_EQ|IN2020220199,14855,776KL51,SDL KL 7.76% 2051,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1920190114,22218,714KA29,SDL KA 7.14% 2029,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE02JD07058,25374,845GHFL29,GHFL 8.45% 2029 SR C3,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE02JD07066,29979,817GHFL30,GHFL 8.17% 2030 SR C4,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE768C01010,17635,ZYDUSWELL,ZYDUS WELLNESS LIMITED,2019.1,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|IN2020220181,14840,783KL39,SDL KL 7.83% 2039,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1920190130,22225,714KA29A,SDL KA 7.14% 2029,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE00Y801016,2176,AKG,AKG EXIM LIMITED,13.85,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN1620250010,755854,681HR39,SDL HR 6.81% 2039,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1920190148,20845,716KA30,SDL KA 7.16% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE087Z01024,240,AAKASH,AAKASH EXPLORATION SER L,10.05,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE020B07GZ9,29614,704REC28,BOND 7.04% PA TAX FREE S2,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE157D07EL0,756333,995CCSP27,CCSPL 9.95% 2027,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE071N01016,5382,EPIGRAL,EPIGRAL LIMITED,1741.2,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|IN1320190227,21161,692BR32,SDL BR 6.92% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1620250044,756813,67HR39,SDL HR 6.7% 2039,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1320190219,21375,702BR30,SDL BR 7.02% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1620250036,757112,677HR39,SDL HR 6.77% 2039,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE157D07EM8,757129,990CCSP27,CCSPL 9.90% 2027 SR 02,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN1620250028,756094,675HR38,SDL HR 6.75% 2038,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE157D07EN6,757848,985CCSP27,CCSP 9.85% 2027 SR 03,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN1620250069,757035,668HR38,SDL HR 6.68% 2038,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1320190201,20016,714BR30,SDL BR 7.14% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE146L01010,20936,KIRLOSENG,KIRLOSKAR OIL ENG LTD,914.85,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|IN2820230190,20356,779PN36,SDL PN 7.79% 2036,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1920190106,20573,717KA29,SDL KA 7.17% 2029,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1620250051,757034,664HR36,SDL HR 6.64% 2036,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2820230182,19720,777PN33,SDL PN 7.77% 2033,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1620250085,757549,705HR38,SDL HR 7.05% 2038,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2820230174,19486,775PN36,SDL PN 7.75% 2036,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1620250077,757435,703HR39,SDL HR 7.03% 2039,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2820230166,19167,767PN35,SDL PN 7.67% 2035,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2820230158,18993,749PN35,SDL PN 7.49% 2035,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1620250093,757551,704HR40,SDL HR 7.04% 2040,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2820230141,18521,748PN34,SDL PN 7.48% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE411Y01011,8665,DIL,DEBOCK INDUSTRIES LIMITED,2.2,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE852O01025,5435,APTUS,APTUS VALUE HSG FIN I LTD,347.9,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE943D01017,10578,MPSLTD,MPS LIMITED,2831.7,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|IN3220200049,1738,665TR35,SDL TR 6.65% 2035,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3220200031,1172,681TR35,SDL TR 6.81% 2035,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3220200023,858,655TR30,SDL TR 6.55% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3220200015,89,67TR30,SDL TR 6.7% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2020220157,13996,765KL48,SDL KL 7.65% 2048,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2020220140,13911,76KL45,SDL KL 7.6% 2045,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2020220173,14563,766KL50,SDL KL 7.66% 2050,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2020220165,14355,758KL49,SDL KL 7.58% 2049,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE547B01028,25235,XTGLOBAL,XTGLOBAL INFOTECH LIMITED,34.64,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN2020220116,13375,763KL32,SDL KL 7.63% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2020220108,12726,763KL43,SDL KL 7.63% 2043,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1920190098,21710,723KA28,SDL KA 7.23% 2028,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2020220132,13624,762KL53,SDL KL 7.62% 2053,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2020220124,13606,764KL34,SDL KL 7.64% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE335X01014,507,PULZ,PULZ ELECTRONICS LIMITED,45.5,,,0.05,2000,EQUITY,,NSE_EQ
NSE_EQ|INE753K01015,18142,EMMBI,EMMBI INDUSTRIES LIMITED,107.77,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE141K01013,18214,TEXMOPIPES,TEXMO PIPE & PRODUCTS LTD,65.01,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN2820230257,22865,746PN33,SDL PN 7.46% 2033,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE0SRI01019,23775,VERITAAS,VERITAAS ADVERTISING LTD,65.35,,,0.05,1200,EQUITY,,NSE_EQ
NSE_EQ|IN2820230240,22503,769PN36,SDL PN 7.69% 2036,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE749Y01014,1353,AMJUMBO,A AND M JUMBO BAGS LTD,6.55,,,0.05,8000,EQUITY,,NSE_EQ
NSE_EQ|INE0LQS01015,11374,TIPSFILMS,TIPS FILMS LIMITED,586.05,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|IN2820230232,21166,779PN38,SDL PN 7.79% 2038,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE05CZ01011,18423,RATNAVEER,RATNAVEER PRECISION ENG L,146.2,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN2820230216,20397,777PN36,SDL PN 7.77% 2036,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2820230224,21165,778PN37,SDL PN 7.78% 2037,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2820230208,20360,779PN37,SDL PN 7.79% 2037,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2020220074,11424,77KL47,SDL KL 7.7% 2047,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2020220066,11292,769KL40,SDL KL 7.69% 2040,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2020220090,11770,78KL45,SDL KL 7.8% 2045,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE141D01018,9884,TNTELE,TAMILNADU TELECOMMUNICATI,25.66,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN2020220082,11706,781KL44,SDL KL 7.81% 2044,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE0S1D01010,25323,INNOMET,INNOMET ADVANCED MATERI L,162.2,,,0.05,1200,EQUITY,,NSE_EQ
NSE_EQ|INE943P01029,29452,AGARWALEYE,DR AGARWALS HEALTH CARE L,427.25,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0NN701020,17778,ATL,ALLCARGO TERMINALS LTD,29.16,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF174K014P6,18102,NIFTY1,KOTAK NIFTY ETF,276.3,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE560K01014,22602,PFS,PTC INDIA FIN SERV LTD,41.56,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE267A01025,1424,HINDZINC,HINDUSTAN ZINC LIMITED,424.9,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE545A01024,1336,HEG,HEG LTD,505.45,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE466L01038,13061,360ONE,360 ONE WAM LIMITED,1194,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE545H01011,14223,TIIL,TECHNOCRAFT IND LTD,3192.5,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE415A01038,1412,AGI,AGI GREENPAC LIMITED,791.5,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0H4B01011,14211,LRRPL,LEAD REC AND RUB PROD LTD,80.85,,,0.05,1500,EQUITY,,NSE_EQ
NSE_EQ|INE964H01014,15308,SEPC,SEPC LIMITED,14.02,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0Z7N01017,756338,TANKUP,TANKUP ENGINEERS LIMITED,357.6,,,0.05,1000,EQUITY,,NSE_EQ
NSE_EQ|INE750D01016,9652,RELCHEMQ,RELIANCE CHEMOTEX IND LTD,191.89,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE976R01025,24445,AGIIL,AGI INFRA LIMITED,1032,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|IN2020220033,10773,776KL38,SDL KL 7.76% 2038,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE753W01010,11032,SANGINITA,SANGINITA CHEMICALS LTD,10.48,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN2020220025,10532,785KL35,SDL KL 7.85% 2035,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2020220058,10845,771KL42,SDL KL 7.71% 2042,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE630A01024,3066,SESHAPAPER,SESHASAYEE PAPER & BOARDS,295.2,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|IN2020220041,10851,767KL34,SDL KL 7.67% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE900C01027,10634,ASAL,AUTOMOTIVE STAMPINGS & AS,575.55,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|IN2020220017,9788,785KL34,SDL KL 7.85% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE0TR001017,25231,VIESL,VISION INFRA EQUIP SOL L,162,,,0.05,800,EQUITY,,NSE_EQ
NSE_EQ|INE324X01026,12913,SARVESHWAR,SARVESHWAR FOODS LIMITED,8.62,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE070A01015,3103,SHREECEM,SHREE CEMENT LIMITED,31210,,,5,1,EQUITY,,NSE_EQ
NSE_EQ|INE218C01016,9035,AUSOMENT,AUSOM ENTERPRISE LIMITED,107.2,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN3220200064,2690,729TR36,SDL TR 7.29% 2036,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3220200056,2394,734TR36,SDL TR 7.34% 2036,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE982J01020,6705,PAYTM,ONE 97 COMMUNICATIONS LTD,951.15,,,0.05,1,EQUITY,,NSE_EQ
